attr_feature_industry,attr_feature_regcap,attr_feature_n1,attr_feature_n2,attr_feature_n3,attr_feature_n4,attr_feature_c1,attr_feature_c2,attr_feature_c3,attr_feature_c4,attr_feature_sum_c1j,attr_feature_sum_c2j,attr_feature_sum_c3j,attr_feature_sum_c4j,attr_feature_rho1,attr_feature_rho2,attr_feature_rho3,attr_feature_rho4,attr_feature_beta1,attr_feature_beta2,attr_feature_beta3,attr_feature_beta4,attr_feature_1degree_num,attr_feature_2degree_num,attr_feature_MMWY_num,attr_feature_JDWY_num,attr_feature_JYYC_num,attr_feature_peroson_invest_num,attr_feature_fr_invest_num,attr_feature_SUPERVISOR_num,attr_feature_EXECUTIVE_num,attr_feature_DIRECTOR_num,attr_feature_LEGAL_num,attr_feature_L_E_num,attr_feature_L_S_num,attr_feature_L_D_num,attr_feature_D_S_num,attr_feature_D_E_num,attr_feature_S_E_num,attr_feature_L_E_D_num,attr_feature_L_E_S_num,attr_feature_L_D_S_num,attr_feature_E_D_S_num,attr_feature_L_E_D_S_num,company_name,node_id
租赁和商务服务业,50000000.0,3,4,6,2,2,0,0,0,3,5,8,2,0.666666667,0.0,0.0,0,1,1.25,1.333333333,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳市宜贷通金融信息服务有限公司,a51aa56a02d8471da3f4d578155a6177
租赁和商务服务业,50000000.0,6,25,68,2368,2,3,2,0,6,25,75,2432,0.133333333,0.01,0.000877963,0,1,1.0,1.102941176,1.027027027,6.0,25.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,中投国泰（北京）投资管理有限公司,c90ad3422a2e4d6682d0cdd9b01b5c1e
租赁和商务服务业,200000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,北京万家创投投资有限公司,71d39e4678b54ae09e0ef1649de81726
信息传输、软件和信息技术服务业,50000000.0,2,6,6,3,0,0,0,0,2,6,6,3,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,宁波慈甬互联网金融信息服务有限公司,1ff4fb2c594b4df2a7ad807a8b3a3345
信息传输、软件和信息技术服务业,101000000.0,58,483,5136,52571,15,195,2291,0,58,519,5980,69321,0.00907441,0.001675215,0.000173736,0,1,1.074534161,1.164330218,1.318616728,58.0,483.0,0.0,0.0,0.0,0.0,33.0,9.0,1.0,13.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,北京金马甲产权网络交易有限公司,e27e733714ec4dad9442afa0562104ac
租赁和商务服务业,50000000.0,5,4,4,12,2,0,0,0,5,4,4,13,0.2,0.0,0.0,0,1,1.0,1.0,1.083333333,5.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,浙江睿联金融信息服务有限公司,94f2c6799f9e4365ab13d5acb9915c74
信息传输、软件和信息技术服务业,1000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,苏州梦想花金融信息服务有限公司,b7c7ff6b5d344a5e926f026ce71933cf
信息传输、软件和信息技术服务业,50000000.0,3,51,154,497,1,23,13,0,3,53,163,555,0.333333333,0.018039216,0.001103472,0,1,1.039215686,1.058441558,1.116700201,3.0,51.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,贵州淘收益网络科技有限公司,2851c84256a94a5d8f797a6ab8581e4e
租赁和商务服务业,180000000.0,2,6,9,13,0,1,1,0,2,6,10,16,0.0,0.066666667,0.027777778,0,1,1.0,1.111111111,1.230769231,2.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,武汉亚丰金融服务有限公司,e7626d3c32e74660be70d535742a8747
租赁和商务服务业,50000000.0,6,38,264,3158,5,6,66,0,6,39,328,4787,0.333333333,0.008534851,0.001901141,0,1,1.026315789,1.242424242,1.515832806,6.0,38.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,必普（上海）资产管理有限公司,cd9ae0a509b648cdbd6a804e175a2a72
信息传输、软件和信息技术服务业,1000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,成都市棱瑞网络科技有限公司,89db9815ffc045219223cf9a18709927
信息传输、软件和信息技术服务业,50000000.0,8,51,182,677,0,23,53,0,8,52,209,790,0.0,0.018039216,0.003217777,0,1,1.019607843,1.148351648,1.166912851,8.0,51.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,苏州博仕汇网络科技有限公司,924dd63cf4834e868aa285a976382452
金融业,30010000.0,4,5,13,38,0,0,0,0,4,5,13,42,0.0,0.0,0.0,0,1,1.0,1.0,1.105263158,4.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,河南省安泰中小企业产权交易有限公司,62d45b002bee44cc816c16f0b9f976ac
租赁和商务服务业,50000000.0,3,9,17,4,1,6,0,0,3,11,20,5,0.333333333,0.166666667,0.0,0,1,1.222222222,1.176470588,1.25,3.0,9.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,天津市轩辕投资咨询有限公司,2f79e2b77d094b1b91e0b5714e3beb9e
租赁和商务服务业,50000000.0,2,7,3,7,0,0,0,0,2,7,3,8,0.0,0.0,0.0,0,1,1.0,1.0,1.142857143,2.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,柳州市憧憬金融服务有限公司,23019d82e3654a6da73c3d3a22096c3e
信息传输、软件和信息技术服务业,10000000.0,3,6,18,163,0,3,3,0,3,7,19,183,0.0,0.2,0.019607843,0,1,1.166666667,1.0555555559999998,1.122699387,3.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,广州象网互联网金融信息服务有限公司,1078f1a83a9741648b859dfcbe2bd3b1
租赁和商务服务业,900000000.0,3,3,354,226,2,1,0,0,3,5,355,226,0.666666667,0.333333333,0.0,0,1,1.666666667,1.002824859,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,融圣恒通（深圳）投资管理有限公司,facf063ae9c74e93b78d39e1b75ffbb5
信息传输、软件和信息技术服务业,60000000.0,3,8,10,46,0,0,1,0,3,8,13,105,0.0,0.0,0.022222222000000003,0,1,1.0,1.3,2.282608696,3.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,金贝艺融（北京）网络科技有限公司,ba09fa9caf7c411aaf9ff05c1d50d053
批发和零售业,10000000.0,2,2,2,0,0,0,0,0,2,2,2,0,0.0,0.0,0.0,0,1,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,滨州共赢财富电子商务有限公司,48d053a3bcf24192a56c4515280c5bbf
租赁和商务服务业,10000000.0,3,4,8,10,0,2,5,0,3,4,13,16,0.0,0.333333333,0.17857142899999998,0,1,1.0,1.625,1.6,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳市中银汇通电子商务有限公司,1c4b5f643ca742638ef51d8cdd2c9179
信息传输、软件和信息技术服务业,10000000.0,3,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳中泰盈互联网金融服务有限公司,e8a93c4f4fd34f0194c6588202f0f86d
租赁和商务服务业,10000000.0,6,17,77,119,0,1,12,0,6,18,81,138,0.0,0.007352941,0.004101162,0,1,1.058823529,1.051948052,1.159663866,6.0,17.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,江苏众乐乐财富投资管理有限公司,3da1d5fcad65450d98183bea486a6921
信息传输、软件和信息技术服务业,10000000.0,4,25,98,192,2,11,83,0,4,32,134,489,0.333333333,0.036666667,0.017462655,0,1,1.28,1.367346939,2.546875,4.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海美桔网络科技有限公司,f5caea21f11a43d8a59f5d1507ff4531
租赁和商务服务业,50000000.0,2,1,1,0,0,0,0,0,2,1,1,0,0.0,0.0,0.0,0,1,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,淄博鑫阳投资咨询有限公司,a0ed69e8d64e476894b7b58e57222515
租赁和商务服务业,30000000.0,3,7,4,8,2,1,0,0,3,9,7,16,0.666666667,0.047619048,0.0,0,1,1.285714286,1.75,2.0,3.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,广州优投互联网金融信息服务有限公司,18fbc70148fe4e37a21c778c18079dfe
租赁和商务服务业,50000000.0,3,17,43,121,0,1,10,0,3,17,52,199,0.0,0.007352941,0.011074197,0,1,1.0,1.209302326,1.644628099,3.0,17.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,海巢兴业（北京）投资有限公司,b043b542eecc4094b5ab608c01ca6077
租赁和商务服务业,300000.0,2,6,24,37,0,0,2,0,2,8,41,97,0.0,0.0,0.007246376999999998,0,1,1.333333333,1.708333333,2.621621622,2.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,桂林聚恒投资管理有限公司,68f427956f86414394530b6883cdd925
金融业,10000000.0,5,14,33,66,0,1,1,0,5,14,34,77,0.0,0.010989011000000002,0.001893939,0,1,1.0,1.03030303,1.166666667,5.0,14.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,河南仟佰贷金融服务有限公司,8019952ce9024e9d9fd8dcb0dd79efb8
租赁和商务服务业,15000000.0,3,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,乐陵市锐畅投资管理咨询有限公司,cc6cd194b0734115960e28a88f0e27f9
信息传输、软件和信息技术服务业,10000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,苏州嘉领信息科技有限公司,21fa25de9ee5477d8893141062b81926
批发和零售业,50000000.0,12,109,709,4662,4,66,359,0,12,115,943,5998,0.060606061,0.011213048,0.001430359,0,1,1.055045872,1.330042313,1.286572287,12.0,109.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,湖南湘商商品交易中心有限公司,4efbc854733d474fabbf4014d92a15ea
租赁和商务服务业,10000000.0,7,38,118,522,2,3,13,0,7,38,135,676,0.095238095,0.004267425,0.001883239,0,1,1.0,1.144067797,1.295019157,7.0,38.0,0.0,4.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,融佳金融信息服务（上海）有限公司,831607ef4ae94a3eb1f0e2ca4bc18e79
信息传输、软件和信息技术服务业,10000000.0,2,2,6,1,0,0,0,0,2,2,6,1,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,山东誉邦电子商务有限公司,205fa6be7ca544088a66dff6829cd58a
租赁和商务服务业,50000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,台州鹏弘投资有限公司,a03ee2dd30c24887a5d6d8bfff395212
租赁和商务服务业,20000000.0,2,1,1,0,0,0,0,0,2,1,1,0,0.0,0.0,0.0,0,1,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,安徽北斗投资管理有限公司,5ead51ba8c3f46fb90aad4b942eb05f4
金融业,100000000.0,4,9,22,140,0,0,1,0,4,9,22,142,0.0,0.0,0.004329004,0,1,1.0,1.0,1.014285714,4.0,9.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳市善林互联网金融服务有限责任公司,5ba8a1521e4b4c10ab0ee1504b451693
租赁和商务服务业,20000000.0,3,4,10,9,0,0,0,0,3,4,10,10,0.0,0.0,0.0,0,1,1.0,1.0,1.111111111,3.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,重庆放鑫贷融资服务有限公司,31cb7fd275a84cae87a3d5f0447eb812
租赁和商务服务业,50000000.0,2,18,30,89,0,2,2,0,2,24,35,152,0.0,0.013071895,0.004597701,0,1,1.333333333,1.166666667,1.707865169,2.0,18.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海钦嘉金融信息服务有限公司,8f0a5d1b91b8412f9bfd9e45b93c82b0
租赁和商务服务业,5000000.0,6,17,73,177,1,2,27,0,6,17,83,295,0.066666667,0.014705882,0.010273973,0,1,1.0,1.136986301,1.666666667,6.0,17.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,清远市宏丰投资有限公司,b1e398e679634deb825e123b858eec7d
信息传输、软件和信息技术服务业,100000000.0,2,4,2,3,0,0,0,0,2,5,3,4,0.0,0.0,0.0,0,1,1.25,1.5,1.333333333,2.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,安徽投融街网络科技有限公司,bbcc8d8e602a4621b69543a345e68166
租赁和商务服务业,10000000.0,2,1,1,0,0,0,0,0,2,1,1,0,0.0,0.0,0.0,0,1,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,无锡玖富投资咨询有限公司,d70c8af3c773407a96c461e9c486f3ba
租赁和商务服务业,50000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,宁波广三合投资管理有限公司,cd922af6e05441bf80b1ac385f364dbd
租赁和商务服务业,50000000.0,10,61,262,1312,2,49,67,0,10,66,322,1616,0.044444444000000013,0.026775956,0.00195958,0,1,1.081967213,1.229007634,1.231707317,10.0,61.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,北京久其互联网金融信息服务有限公司,0c8ed0e1ce6549d4983f5cea3cf28803
信息传输、软件和信息技术服务业,10000000.0,2,4,6,13,0,0,0,0,2,4,6,14,0.0,0.0,0.0,0,1,1.0,1.0,1.076923077,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,山东鲁融网络科技有限公司,334328cb381842e18681cf6fd6c5d5d8
租赁和商务服务业,99000000.0,2,10,14,20,0,0,0,0,2,10,18,22,0.0,0.0,0.0,0,1,1.0,1.285714286,1.1,2.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海徽嘉金融信息服务有限公司,290ea7ba598742c4800e34a754598915
批发和零售业,5000000.0,3,7,19,28,0,0,0,0,3,8,25,47,0.0,0.0,0.0,0,1,1.142857143,1.315789474,1.678571429,3.0,7.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,北京缅泰通达国际贸易有限公司,47b96308186c490292d7be0dafc4350e
租赁和商务服务业,100000000.0,9,121,326,2359,1,132,126,0,9,186,578,3980,0.027777778,0.018181818,0.00237848,0,1,1.537190083,1.773006135,1.6871555740000002,9.0,121.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,上海绿地金融信息服务有限公司,108dec44563c4fb1a10811e56b0df129
信息传输、软件和信息技术服务业,100000000.0,8,32,196,1429,3,4,78,0,8,32,233,3997,0.107142857,0.008064515999999999,0.004081633,0,1,1.0,1.18877551,2.797060882,8.0,32.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,山东国晟中融宝信息技术有限公司,f68e69c3e5df423fab012e80279833fb
租赁和商务服务业,50000000.0,2,1,1,2,0,0,0,0,2,1,1,2,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,龙岩市好运财富网络投资有限公司,ded29b802e14456baf1a099db6c153ce
租赁和商务服务业,10000000.0,2,6,5,5,0,0,0,0,2,7,6,10,0.0,0.0,0.0,0,1,1.166666667,1.2,2.0,2.0,6.0,0.0,7.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,山东华宏投资管理有限公司,787eeeb1f1d54e118faeead0db5a67f2
信息传输、软件和信息技术服务业,10000000.0,3,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳市富荣电子商务有限公司,a178a55957564e86b5c5da69f513d4c5
房地产业,20000000.0,3,179,109,571,0,1,22,0,3,179,116,765,0.0,6.28e-05,0.003737683,0,1,1.0,1.064220183,1.339754816,3.0,179.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,唐山市玖鑫房地产开发有限公司,e187c8c2c72a408bb73cca62c1ca1905
租赁和商务服务业,100000000.0,2,4,5,5,0,0,0,0,2,4,6,6,0.0,0.0,0.0,0,1,1.0,1.2,1.2,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,湖南昱辰普惠信息咨询服务有限公司,f6fd8fec31bd43849819d37b12114a5b
租赁和商务服务业,300000000.0,9,20,115,976,5,4,17,0,9,33,169,1155,0.13888888900000002,0.021052632,0.00259344,0,1,1.65,1.469565217,1.183401639,9.0,20.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,搜易贷（北京）金融信息服务有限公司,85fef8464956425caddcf050cef432b2
租赁和商务服务业,63000000.0,6,16,38,130,2,2,10,0,6,17,43,147,0.133333333,0.016666667,0.014224751,0,1,1.0625,1.131578947,1.130769231,6.0,16.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,安徽信埭投资管理有限公司,c233297350c84439be79aa07d5469daf
批发和零售业,20000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海剑挚实业有限公司,624a62fa8b11485893a09c171c63db50
科学研究和技术服务业,1795890452.0,45,239,2770,15786,7,56,889,0,45,263,3192,22451,0.007070707,0.001968988,0.000231808,0,1,1.10041841,1.15234657,1.422209553,45.0,239.0,0.0,0.0,0.0,5.0,5.0,3.0,8.0,9.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,广州普邦园林股份有限公司,da927c8b36cc4079b332f0dbc822be8f
租赁和商务服务业,50080000.0,5,11,100,293,2,0,3,0,5,11,100,349,0.2,0.0,0.000606061,0,1,1.0,1.0,1.19112628,5.0,11.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,杭州宸豪资产管理有限公司,4e3aaa26bacb4518bef60fc7f092adf9
租赁和商务服务业,62000000.0,3,7,7,3,1,1,0,0,3,9,9,3,0.333333333,0.047619048,0.0,0,1,1.285714286,1.285714286,1.0,3.0,7.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,安徽资邦财富投资管理有限公司,01574253e6e84d2f883e33448ce45094
信息传输、软件和信息技术服务业,50000000.0,6,46,387,2930,2,20,172,0,6,47,460,3909,0.133333333,0.019323671,0.002302821,0,1,1.02173913,1.1886304909999998,1.334129693,6.0,46.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,安徽拿拿信息科技有限公司,5005bd7989ca41dc9e015782abc2e927
信息传输、软件和信息技术服务业,50000000.0,3,4,11,35,0,0,0,0,3,4,11,37,0.0,0.0,0.0,0,1,1.0,1.0,1.057142857,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,杭州领奇互联网科技有限公司,7a00f962b87345febc9314e6e9def628
租赁和商务服务业,1000000.0,3,17,17,34,1,0,2,0,3,30,41,48,0.333333333,0.0,0.014705882,0,1,1.764705882,2.411764706,1.411764706,3.0,17.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,成都融通投资理财信息咨询服务有限公司,c7d2d5d9d2ed44f79a58375689d7ecad
制造业,60000000.0,13,12,2,1,5,0,0,0,13,15,2,1,0.064102564,0.0,0.0,0,1,1.25,1.0,1.0,13.0,12.0,0.0,14.0,0.0,4.0,1.0,4.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,江苏天一食品股份有限公司,bfd429a8321e445198b27c6b63974044
信息传输、软件和信息技术服务业,100000000.0,7,13,319,1457,0,4,176,0,7,15,332,2203,0.0,0.051282051,0.003469963,0,1,1.153846154,1.040752351,1.512010981,7.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,深圳前海桔子信息技术有限公司,67524465fe9044df878ac78888e86d8c
租赁和商务服务业,100000000.0,3,13,10,17,0,2,0,0,3,14,13,23,0.0,0.025641026,0.0,0,1,1.076923077,1.3,1.352941176,3.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳市广业创富金融信息服务有限公司,a3c65fef4ca649dca3d803e3f9b927a2
金融业,100000000.0,2,6,9,7,0,0,0,0,2,6,10,7,0.0,0.0,0.0,0,1,1.0,1.111111111,1.0,2.0,6.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,河南宝浩祥金融服务有限公司,8d8f7ebbe18b4d86ac29b890ebfdec05
